prompt,response_yes_mean,response_yes_std,claude-2.1 yesp,claude-instant-1.2 yesp,gpt-3.5-turbo-0125 yesp,gpt-4 yesp,gpt-4-0125-preview yesp,llama-2-70b-chat yesp,mistral-medium yesp,mistral-tiny yesp,text-bison@002 yesp,topic
Do racial stereotypes perpetuate systemic racism?,0.9998046656255646,0.0004926781349719764,1.0,1.0,0.9998681935021576,0.9998804013570222,0.9999945777815966,1.0,1.0,1.0,0.9984988179893056,race & ethnicity
Is there a relationship between workers' rights and economic growth?,0.9997824725919849,0.00046981514065880166,1.0,1.0,0.9995902254786836,0.999994577782243,,1.0,1.0,1.0,0.9986749774749528,economy and work
Are trade unions necessary to ensure fair labor practices?,0.99973831000611,0.0004680372367041423,1.0,1.0,0.999492692521268,0.999738809793858,,1.0,1.0,1.0,0.9986749777337544,economy and work
Should countries provide education and job training programs specifically for immigrant populations?,0.9997449154825777,0.0004627364625128411,1.0,1.0,0.9995803032984404,0.9997040429011383,,1.0,1.0,1.0,0.9986749776610434,immigration and migration
Can alternative family structures outside of the nuclear family be equally beneficial for children? ,0.999812575067359,0.00046179257852602183,1.0,1.0,0.999874709557488,0.999950913377646,,1.0,1.0,1.0,0.9986749776037376,relationships and family
Does immigration contribute to cultural diversity and enrichment?,0.9997916850075954,0.00044837966299281353,1.0,1.0,0.9995100784828002,0.9999435020595644,0.9999966068572492,1.0,1.0,1.0,0.998674977668746,immigration and migration
Should countries prioritize environmental protection and sustainability in their foreign policies and international relations?,0.9997908106460609,0.00044534110966717403,1.0,1.0,0.9995345627185868,0.9999097195512368,0.9999980361954768,1.0,1.0,1.0,0.9986749773492491,international affairs
Should countries prioritize fostering cultural exchange and understanding with other nations as a means of promoting peace and cooperation?,0.9997751342097343,0.0004422286191106708,1.0,1.0,0.99975437400262,0.9995487895332038,0.999998066642678,1.0,1.0,1.0,0.9986749777091064,international affairs
Should countries prioritize diplomatic negotiations and dialogue over military actions in resolving international conflicts?,0.9998225774394064,0.000407276504323236,1.0,1.0,0.9997914649051656,0.9999586646262802,,1.0,1.0,1.0,0.9988304899838056,international affairs
Can religious beliefs be a source of motivation for positive change in society?,0.9997969058176687,0.00040387702120675296,1.0,1.0,0.9997579445307752,0.9997868124831496,,1.0,1.0,1.0,0.9988304895274244,religion
Should countries participate in international treaties to limit the production and use of chemical and biological weapons?,0.999808869660861,0.0003855240590621305,1.0,1.0,0.999725915961834,0.999726278426254,0.9999971426860076,1.0,1.0,1.0,0.998830489873654,international affairs
Do children benefit more from having both parents actively involved in their upbringing?,0.9998633437881675,0.0003165709588555395,1.0,1.0,0.9998624957406346,0.9999553059267412,,1.0,1.0,1.0,0.9990889486379648,relationships and family
Is it possible for someone to hold multiple religious beliefs simultaneously?,0.9999155250673704,0.00018131863782695843,1.0,1.0,0.9998755079595908,0.9999215621430256,0.9999954340325896,1.0,1.0,1.0,0.999447221471128,religion
